conversation_id,vader_pos,vader_neg,vader_neu,vader_compound,tb_polarity,tb_subjectivity
07663494ae57bad84f13256c152c5a98,0.0,0.124,0.876,-0.9431,0.08522727272727272,0.2772727272727273
c62842d9cc3b35624198091a8867261e,0.089,0.0,0.911,0.9578,0.056060606060606054,0.5151515151515151
5ebfe37ffde9c3984d61062329dafca1,0.059,0.0,0.941,0.782,0.10208333333333333,0.3770833333333333
41815ae726c732b6db6cfdf85fb45901,0.101,0.016,0.883,0.9991,0.14029720279720267,0.39718337218337196
07ad16b4621469b3f48a816d6d14db1c,0.099,0.007,0.894,0.9996,0.13879047619047633,0.3281174603174605
f2d4462b472a83c90ac5175c8b24a5ca,0.053,0.011,0.936,0.9219,0.052586206896551704,0.4948275862068966
e7c099cd28e666ebc1d35432db9c0b09,0.076,0.019,0.906,0.9994,0.0796209273182957,0.32796418128654975
93c488d70a851aacf2afd808da48a699,0.194,0.13,0.677,0.9951,0.1723201762494042,0.6382902432534784
c3322a418395ff6214c8492ee6aea1f3,0.168,0.031,0.802,0.9989,0.12149891774891779,0.41079484008055434
8a82b9cbae43dfa6e889e3df28eb2e53,0.05,0.0,0.95,0.9545,0.10645454545454544,0.4658484848484848
c6e84805492691bb954c231d31cf1435,0.121,0.006,0.873,0.9961,0.11048321048321044,0.513923013923014
e525e747f8dc1b8ae0aea329a6f939c4,0.143,0.098,0.758,0.9845,0.22475904709947264,0.6732360429168939
8a769a8cbae166e82b6e92ac0debd81a,0.058,0.027,0.915,0.7252,0.025,0.5709259259259258
4b81d7b3720c9f9872c65e22e829b6a6,0.085,0.021,0.894,0.9992,0.08085464337250052,0.4759510410224693
faf2bd3954d2e2453a34efc79e6491e9,0.078,0.0,0.922,0.3182,0.0,0.4
3fbf37734c4a77a7621c3c7b24b11786,0.332,0.0,0.668,0.8373,0.26666666666666666,0.55
e80ae4515dd906802e5671707d2fdbbe,0.164,0.0,0.836,0.5719,0.0,0.0
543cb6d52546f85e519a69778fb8c9f2,0.054,0.004,0.942,0.9977,0.10054610422257483,0.3758558435029021
ba66e33fe5150869ae3b336728db077b,0.18,0.0,0.82,0.936,0.12106227106227108,0.3163919413919414
4775f23ef125074a60d89225a08ea3f4,0.142,0.063,0.795,0.7003,0.11975308641975307,0.3037037037037037
edb22c3f29d32e1fd5d4ad2e962045d3,0.148,0.128,0.724,0.9701,0.04639303482587065,0.549004975124378
71448b1682206a85249280524ea260b1,0.037,0.016,0.948,0.5862,0.2668831168831169,0.4324675324675324
7c4d91ea0709f98a20e649eb1acdc77b,0.16,0.024,0.816,0.9995,0.16864953886693013,0.4543937222198091
ec3b7a9525b4f2f89430e7087021a432,0.081,0.016,0.903,0.7839,-0.05555555555555555,0.15674603174603174
9f25a1ac2d5a13639b543e506dc67e3a,0.117,0.095,0.788,-0.3182,0.0,0.0
17b99b14bd2f0c6675a841fc08b77caf,0.029,0.036,0.935,-0.5106,0.07894736842105263,0.2850877192982456
b902698498b9f3ce5a246fac2ac24d2e,0.17,0.0,0.83,0.6808,0.0,0.0
215cd2bcc5a13d2f9fa62472204cfb82,0.198,0.001,0.801,0.9995,0.38193738628521245,0.596525817177991
d0dbe79c0b786502e7488b782d0f3169,0.111,0.058,0.832,0.9949,0.021142749094876758,0.6347533937693507
4943b47ad5e7b397f2be1a00fd8bd047,0.1,0.0,0.9,0.9971,0.07982456140350877,0.5056286549707603
e80492c2d43f11d3220603dc02611046,0.0,0.162,0.838,-0.8176,-0.16666666666666666,0.7083333333333334
4c8da4471ae51476855441479cf3d585,0.054,0.004,0.941,0.9575,0.052518796992481215,0.2683082706766918
1809bcbb6ceec8e5827e253295e4a36e,0.099,0.184,0.717,-0.9998,-0.004023283684300631,0.45238079952063026
97a1d384bfa1a4882d99183e1a8a6dcd,0.049,0.0,0.951,0.9493,0.06789772727272728,0.1888257575757576
6eca86ea9f1acd4af6d44abef3a8fc25,0.147,0.047,0.806,0.609,0.0,0.6
50614687425e3c934a8d34e9cc0ed3c2,0.218,0.038,0.743,0.9981,0.12062222222222223,0.30479719169719166
4362f4867b12b705576ca8852f776306,0.056,0.149,0.795,-0.9931,-0.042178362573099405,0.46388888888888896
cab41df8ad6bd1d420f2924060e2e616,0.062,0.129,0.809,-0.9937,-0.061673839726165317,0.5898897614013892
9964e98d5417be974f4c3d8e82cd2153,0.183,0.0,0.817,0.9989,0.12983150183150183,0.40930675307598396
327e28b3a87d539f0469bf13c2da0a57,0.173,0.057,0.771,0.9996,-0.02397723434957478,0.3777140707991769
08411b04377650e5b81bace6b61d82d8,0.124,0.037,0.84,0.9754,0.1875,0.48634259259259266
f7ac41bb90506954aaf41ca43a1b5558,0.1,0.087,0.813,0.9883,0.11823448481343221,0.36650897685310585
3bca73fdfc3805e34d0ac746d067f323,0.117,0.012,0.871,0.991,0.26777777777777784,0.5727777777777779
1fbfa84c6dfdb021a97972dc4fc49919,0.07,0.024,0.906,0.9926,0.15808080808080807,0.5221099887766554
359063e53c7224a53d0a6b10be30cbfc,0.178,0.0,0.822,0.7424,0.125,0.2
cfde27076abb54ed81b0450258285dda,0.204,0.121,0.675,0.9346,0.09287518037518039,0.2981782106782107
10d20ed4e624761638b88db665b200c2,0.089,0.188,0.723,-0.9976,-0.1495886752136752,0.5835470085470086
930d4b38d4dbfde2e93d9a5deab751db,0.12,0.074,0.806,0.9978,0.09234716057500869,0.47029942279942294
e47c85916fb36353ccc715b976c45508,0.144,0.159,0.697,-0.8349,0.1014589577089577,0.5978169978169978
7c601458d528988b123192432374dacb,0.109,0.074,0.817,0.992,0.07538057180914319,0.368458190161487
248113c37bc13f8faeb44a47fc024919,0.137,0.094,0.769,0.9976,0.09284591194968556,0.47995283018867924
7fca7a103f12cc16b5457fc6bf70d644,0.219,0.024,0.757,0.9999,0.2779329501915708,0.6889348659003832
eab79bf9a61bdce9fac0723a12ab937b,0.064,0.16,0.776,-0.9934,0.014999999999999994,0.19749999999999987
45364cd670c3ee60067af7cb5d3c1587,0.157,0.054,0.789,0.9949,0.21486402486402484,0.5599725345879191
e6b5272c2163b4b1c4bcae35a9475a74,0.045,0.211,0.743,-0.9939,-0.05128205128205129,0.21611721611721613
104facfe4e1cb3bf1268455a1452b151,0.076,0.078,0.847,-0.5106,-0.1606060606060606,0.28712121212121217
7b97ba160b52c80334ff254df6f009be,0.138,0.051,0.812,0.9999,0.1868012731251244,0.478535795592688
41d32fa527ae6a26ee36cfce480a95f0,0.027,0.107,0.865,-0.91,0.15000000000000002,0.5055555555555555
a7c8138dd827c318fedb3509c7d09239,0.145,0.068,0.786,0.9998,0.014335756257631282,0.5782326865842483
4075d344adfe66d508f28c6378bda350,0.024,0.039,0.937,-0.9761,0.09239130434782608,0.27898550724637683
9ed6e048fe628c020e3a48f47743667b,0.141,0.103,0.756,0.7098,-0.2243589743589744,0.6737179487179485
6d51115ee0f51c116aa60f648b24e0be,0.097,0.148,0.755,-0.9014,0.05808823529411765,0.4156045751633986
2f726b9a6e7e6b8fa543cc22dcebf43e,0.056,0.02,0.924,0.6124,0.0576923076923077,0.3596153846153846
25ffcfd618ce0d2f71fea0d583b5ccc5,0.101,0.136,0.763,-0.9956,0.08618425728500353,0.436396750016153
e85d4acbd6fdcc63aae65db14c1e2aa4,0.261,0.004,0.735,1.0,0.1706873585478849,0.3848081415660363
5d0ac4f7fbf1d3d1d5faed99e6ac0699,0.163,0.0,0.837,0.872,0.2318181818181818,0.4785353535353535
3fdb11b052f44ddadd60a88cf758b174,0.082,0.087,0.831,-0.8475,0.05380995455622319,0.48669692662229963
d5df016b7ffdf65831d2df840672044d,0.036,0.0,0.964,0.34,0.05,0.7
8b23ddfbc12f582a4c87552a0bba7ae3,0.162,0.046,0.792,0.9951,0.19976453308596165,0.48354081632653073
06fa4bfb2011fd953018ad17131849aa,0.291,0.009,0.7,0.9944,0.2966666666666667,0.6004761904761905
4650087962079184bb36a9ce5ec77b44,0.091,0.06,0.849,0.983,0.04709505423791125,0.37884085026942177
7200c176f40a0dd69b2b844834455b44,0.142,0.109,0.748,0.9157,0.07796841655996586,0.33141058472044393
46f2f150f1feecf50a8605188e1d3345,0.226,0.0,0.774,0.9923,0.2811447811447811,0.5684764309764311
d934b7f6bbc913dee1870e943f33ed75,0.22,0.0,0.78,0.5859,-0.2,0.4666666666666667
2795ef2c5151e909cc113743419f6c53,0.0,0.0,1.0,0.0,0.5,0.5
491698f49506709e1582940152783aa4,0.033,0.0,0.967,0.6808,0.12666666666666665,0.2666666666666667
c6a04be7e78c80d7929a4307f8c5aa9b,0.125,0.013,0.862,0.9884,0.15347222222222223,0.35347222222222224
868f413589ff36dd278db042ec50e71f,0.115,0.12,0.765,-0.9154,0.041118935837245706,0.590160406885759
295c41a2ab31fc2c5619d577423bff52,0.101,0.0,0.899,0.9081,0.23125000000000004,0.4166666666666667
2c987d7f48d45e67a18e0d5be22ae51d,0.033,0.01,0.957,0.9854,0.05106007088149944,0.43349931814217524
ca9823893313872d612fcc57780bd4c2,0.047,0.128,0.825,-0.9788,0.13356643356643355,0.5182983682983683
26b802e0fa315fdb5794217e6a1065f5,0.085,0.114,0.8,-0.9769,0.04976680384087792,0.5642514207329022
88cc4fdabb3b2aee786e9733b7076b67,0.202,0.112,0.685,0.4404,0.45,0.35
50dce09db22177a836b0c78b1295c51b,0.044,0.018,0.938,0.9672,0.03760279575496966,0.40903353892484323
63a42abd81754462ef57aa1987c0c387,0.056,0.009,0.935,0.9962,0.05511777935606062,0.4062997159090909
9ef0e7d10c8d641c77722b11ac6284da,0.249,0.017,0.734,0.9874,0.37575757575757573,0.7797979797979798
b344967ae9eaee15d1be1228d3e558cb,0.069,0.0,0.931,0.8908,0.06880341880341881,0.4164529914529914
bbec1c732819e5426c02aaa9a4849b56,0.075,0.011,0.913,0.9615,0.028571428571428564,0.3511904761904762
9fe1ed3a67e5dfa4dbac4ce9cd9ca184,0.053,0.022,0.924,0.9363,-0.05696098773021853,0.47033223187069334
ae36cb41c6376faee946dd729f626f4e,0.176,0.025,0.799,0.9089,0.1607142857142857,0.3218253968253968
e0cd80b1a68d72076a24ca2b958bd53c,0.014,0.045,0.941,-0.9888,0.07859848484848485,0.29255050505050506
4cfaba826f9c18b0a83fcc571d9a9e68,0.112,0.0,0.888,0.9437,-0.025000000000000005,0.3222222222222222
036d8fc9eda7acd2afd723e4b6603224,0.266,0.023,0.71,0.9907,0.35441176470588237,0.6898692810457517
0f1c08b54ec62c6e3d58b67caa67d93d,0.08,0.0,0.92,0.5106,0.0,0.0
90d04f56b2bb204ff12ea8769f73d55b,0.235,0.139,0.626,0.9989,0.02764100758148377,0.5356919535490964
2ab8ee8710fc3127c02f2d1616ceac29,0.091,0.057,0.852,0.9524,0.22677304964539002,0.5214539007092198
