conversation_id,vader_pos,vader_neg,vader_neu,vader_compound,tb_polarity,tb_subjectivity
64107e54a63caaace6ba54aa1a338d4d,0.065,0.046,0.889,0.3816,0.028571428571428564,0.65
08ad06dd5b00b253fe9a71826cdae251,0.097,0.046,0.857,0.8714,0.16933333333333334,0.6125079365079366
f1e8d4efe0c8a2bf5c00e74e7b33a85d,0.071,0.135,0.794,-0.8834,0.13392857142857142,0.7017857142857142
9c7795147350da5ee70b34d41f4dab41,0.093,0.085,0.822,0.3923,0.06587301587301587,0.571329365079365
b992c6f13916ca5da262ab6e17c3d8c4,0.172,0.12,0.708,0.9719,0.24064625850340132,0.5816326530612245
1c01fcec19b262d730a62a4bdb833860,0.145,0.076,0.779,0.743,0.11792929292929294,0.4608225108225108
2234f271e1c2b4c248174ab7e094ae7a,0.208,0.022,0.769,0.9985,0.11420454545454546,0.5439393939393938
53c3c2a1ad4c430adc0a967788014dc7,0.092,0.031,0.877,0.6041,0.15833333333333333,0.693215811965812
b238b3cb41038838adee8280de9b7422,0.064,0.031,0.905,0.296,0.0475,0.5399999999999999
0ee86615fa213553c5cdeedc622caeb8,0.162,0.096,0.743,0.9979,0.1825264843557527,0.5400160137965014
e11b80e8758c7b2c8d2e005ad90505e2,0.111,0.058,0.832,0.9899,0.08995648448773447,0.49821992243867247
c53e7971cde677f5083c4c93388e81bd,0.141,0.128,0.731,0.6652,0.12896580820309636,0.6287628096950129
64104e15c8e2aab5eb005dee59993047,0.076,0.122,0.802,-0.992,-0.040597442680776,0.4990630511463844
0b61fdd6fa67ff548f93d16406ac97fe,0.222,0.045,0.734,0.9968,0.23194444444444443,0.6493055555555556
477718342b6ed69d21d552ac7a6e7e90,0.152,0.093,0.755,0.9215,0.0938271604938272,0.5200617283950616
4bb21e87f892ac0eeec0a74528c7120b,0.067,0.086,0.847,-0.5548,0.07284946236559138,0.612258064516129
c987da431bb08d7f683dae1c914d7e49,0.116,0.085,0.798,0.7717,0.13973214285714286,0.5361607142857142
cdc466a81fae740ec4b4a77ed69d8d72,0.158,0.103,0.74,0.9603,-0.05564516129032258,0.5301075268817204
d20ea59b4cb9bba564324fc8945c59f4,0.14,0.066,0.794,0.9962,0.1522751869342778,0.5384149940968124
b0f27356cce1192390097e1cd4842315,0.066,0.064,0.87,0.1198,0.11874999999999998,0.42000000000000004
0df7ec4000cfc681ba588dd975f7566f,0.102,0.109,0.788,-0.095,0.11800051203277011,0.5727444956477215
ded44c1340ed4152f2f36c7fae126183,0.18,0.106,0.713,0.995,0.2628344155844155,0.7016266233766233
38a09c67406dee3b674772dc68445025,0.147,0.114,0.739,0.9931,0.03819940476190477,0.5479960317460317
95dc6a7dc79e780e3300b16f2a339ba5,0.127,0.074,0.799,0.9973,0.04776691331923891,0.48881422195375673
1fa7e56e7c40daf0de6b0ed4b17c6c6c,0.167,0.1,0.733,0.9621,0.04728260869565218,0.6036318150448585
a5b90840491095a55f6e373ad435724f,0.171,0.122,0.707,0.9694,0.020904761904761912,0.5661904761904762
b524f723b622dd67051a66cb73f10810,0.083,0.112,0.805,-0.4264,0.08437499999999999,0.5249999999999999
0867bab10c3a0b9ae71e60f0d3d53255,0.15,0.09,0.76,0.9826,0.029017957351290678,0.609915824915825
8eca9092955217a761c5d2547716cd85,0.046,0.087,0.866,-0.7469,-0.05925925925925926,0.4962962962962963
c76cd573d6b0b7e155d1020080aa8196,0.09,0.118,0.792,-0.1531,0.01833333333333334,0.484047619047619
55fb90279bcf02e77fc3edd4ffc59c0c,0.17,0.08,0.75,0.9969,0.07951044053985229,0.4522926215940923
d44edbe036eb776a60e00f8295be0d79,0.114,0.131,0.755,-0.8369,0.07479053442028985,0.5080917874396135
ce8db0cc4571e44d37b21701983989e4,0.116,0.124,0.76,-0.834,0.05324352929956377,0.5319893931100828
ce708b1d4ce16e777348669ab3aaf90c,0.085,0.148,0.767,-0.5784,0.37916666666666665,0.6833333333333332
c90c9a6035fa603487904268cd857234,0.133,0.101,0.766,0.9583,0.1590277777777778,0.5618055555555556
736367185d8541b8b1173021fff0f05f,0.199,0.018,0.782,0.9966,0.08511904761904762,0.562142857142857
2496819d6f02413015b24eb56c611055,0.128,0.033,0.839,0.9805,0.08055555555555555,0.5611552028218695
244fee4897b27746d3f174d73570f71c,0.199,0.105,0.696,0.9989,0.12760457395288857,0.5509874332908042
0895d0c11f0e6b3efa4f49a9439eeefb,0.126,0.207,0.667,-0.9953,0.02658185629883743,0.6490708976558033
487216c5a20ba0fb6625611f061266e6,0.166,0.131,0.703,0.9114,0.20762987012987014,0.6322037337662338
352ada5b2f2ee952b5811a4d1890febf,0.082,0.162,0.755,-0.9982,0.05416666666666665,0.515622032288699
34e36bedaf673d602807cca6349d66b0,0.045,0.115,0.841,-0.9636,0.02450964673186895,0.527851263962375
a098c48a1d033590468db88cd5c84476,0.122,0.171,0.708,-0.9936,0.029980129160457034,0.5098609041231991
7af1ad39e3dda8fd85f24831c96ce665,0.071,0.1,0.829,-0.8738,0.09913793103448278,0.6244252873563219
31343e3f8b1a2d0df143c60a546b9dfc,0.118,0.096,0.786,0.5092,0.024469696969696968,0.5567045454545454
63a31e095b60e78edc348e76c672909a,0.216,0.062,0.722,0.9996,0.12741923309178743,0.5387508626639063
78dd1d6467d4850de254535193c376c4,0.22,0.095,0.685,0.9991,0.16328058914265808,0.5466201423097975
3021d3816338ef012df2e2bee52c2d67,0.165,0.037,0.797,0.9531,0.06547619047619047,0.6861111111111112
a472fa6e5f5e729092f66ef1add0150b,0.232,0.069,0.699,0.9775,-0.03125,0.4604166666666667
683f239e92689d16737f76d6b6372e13,0.072,0.017,0.911,0.998,0.11418882783882792,0.4241912087912088
aa0cd8c42243a91e290cfc54c0581b29,0.145,0.12,0.735,0.9567,0.15700757575757576,0.49071969696969703
0c86cc3fb19cf08d94b11c6201f3b14d,0.342,0.153,0.505,0.8705,0.85,1.0
21595d97f51521d4586549727d24832e,0.052,0.112,0.836,-0.7906,-0.0050000000000000044,0.5075000000000001
44b58bfe57e89caa6716775d1f00d82f,0.14,0.126,0.734,0.8634,0.16701149425287357,0.5059770114942528
8666e8eda3269eb9d1c43a635adec800,0.154,0.09,0.756,0.9979,0.10369799691833588,0.5285124244870006
92c07428adc7219108ccefb79f9022e1,0.071,0.038,0.891,0.9585,0.07357954545454543,0.36693722943722945
d422644092c4995e4d22b1e3eebb3496,0.152,0.0,0.848,0.9968,0.09444444444444447,0.5154761904761905
3e9fd51e768b1059a399028062b14011,0.05,0.003,0.948,0.959,-0.014141414141414161,0.42362914862914863
760777ffcaf9542a49782675e5806310,0.126,0.006,0.867,0.9915,0.113,0.3205555555555556
f725daf00fde611cdc7b0219f37b3c19,0.105,0.075,0.82,0.9947,0.05925593603014881,0.39710199046076905
2363124df66927aaecbf61d0adda5eed,0.07,0.003,0.927,0.9924,0.11721282593375608,0.5212003758515388
606196c61c937c54f00a01c7570bfced,0.034,0.0,0.966,0.9552,-0.014166666666666668,0.3241666666666667
bda7ec46d52e96370d9102da01247b95,0.081,0.014,0.905,0.997,-0.01795454545454547,0.2887878787878787
97e2b258d863e741381bb82dec6e9714,0.117,0.014,0.869,0.989,-0.1652777777777778,0.4288194444444445
d4761be1efb9f8e52c5eed687fd66c33,0.036,0.017,0.947,0.8674,0.05037037037037039,0.2646296296296296
65c4b450b69e01bc493aa7345f2e59a7,0.151,0.007,0.842,0.9976,0.09411281489594735,0.35164684712877464
1dff534d6fc9d4cdb434288cb79eddae,0.109,0.0,0.891,0.9349,-0.05,0.4239583333333333
46df67ddcb645fa796c9d49439205bcc,0.09,0.0,0.91,0.9325,0.23750000000000002,0.4173611111111111
77069b188c4ab861a86d35511811dedb,0.032,0.015,0.953,0.6573,-0.01976584022038567,0.23348255280073457
fc64dcb567ec34a4faba1f5d65c9d2c3,0.114,0.0,0.886,0.9705,0.02587412587412586,0.40263902763902765
a258e8bc46259668580148eac928b5af,0.08,0.0,0.92,0.6652,0.19999999999999998,0.4666666666666666
5276342890c1f599982af27c8a80e43b,0.024,0.0,0.976,0.6249,-0.005,0.335
27983fcfef189487156b597c3e0ab895,0.017,0.0,0.983,0.34,0.043181818181818175,0.22727272727272727
f35e6c5463624da5e7a720bf17f9a28e,0.024,0.032,0.944,-0.8689,-0.019841269841269844,0.19166666666666662
02a51fc0f107a57d03f906ee40158e71,0.033,0.028,0.939,0.3612,0.008861340679522493,0.2496556473829201
d7ba48d67751783c314d856d61191b66,0.023,0.0,0.977,0.3089,0.0,0.03333333333333333
1db160f78b4a1ba2524eb50e998d7282,0.072,0.097,0.831,-0.9877,-0.043748832866479924,0.6156956115779645
099b0364e5bada01e2da1fb954ce867a,0.086,0.022,0.892,0.9654,-0.039843750000000004,0.2672453703703704
28988a2bce77625f1cd5974fa199323d,0.098,0.012,0.89,0.9585,0.02258064516129031,0.4075268817204301
425bc011937a4cce99d93b97ae20c8da,0.045,0.0,0.955,0.875,-0.1515151515151515,0.2924242424242424
3e7a036b6209099281ca89f06312d45e,0.019,0.008,0.973,0.8144,0.13574810606060606,0.5356060606060605
8bdc0ce049dce2bfd8a6b9c2d04fafcc,0.036,0.0,0.964,0.8176,0.01346153846153846,0.08365384615384615
234aa2ab90303743be9dc252ce5848cb,0.142,0.086,0.772,0.9351,0.10642255892255893,0.6468771043771044
4def7a37b0cd7758a76cf2c2ea7aa0a4,0.146,0.0,0.854,0.875,0.13999999999999999,0.45999999999999996
b3de0de847511b7dbe273c5e49244b57,0.071,0.051,0.878,0.9573,0.0251978821831763,0.3152944890077243
8bce29fe49f974f11267f5593f3221da,0.103,0.009,0.888,0.9918,0.08224431818181817,0.3339567550505051
9d3ca59d86311d769c213b6bb21f2df6,0.09,0.0,0.91,0.7579,-0.012500000000000025,0.3125
78b1d97bf1370e555a8d39c548dbb677,0.105,0.06,0.836,0.7579,0.07747252747252745,0.3728327228327228
e502636ec6e23083e4d5612259f56f1a,0.094,0.01,0.897,0.9998,0.053113676447009726,0.3441061407728076
48093a72975bc7dba740d6a29b2ad680,0.153,0.013,0.834,0.9996,0.1690098054555886,0.4937955284340829
a3bf45e3efc1d4ac107552e6fcee742e,0.163,0.0,0.837,0.9988,-0.030084745762711855,0.36167608286252345
cb692e5ec59ae999bdc3af7b771948a7,0.171,0.0,0.829,0.9801,-0.26666666666666666,0.36000000000000004
1ee9318c05c9350f3c1577dfdb9bdb51,0.017,0.011,0.972,0.1531,0.040624999999999994,0.203125
493d6a08dbe89f0d4ee0bc3d598204ed,0.087,0.148,0.765,-0.9996,-0.02898854617604619,0.35769948862054085
41bfebf505db526de865b6d8b95bfc7b,0.169,0.0,0.831,0.9723,-0.375,0.375
0939e847124a51e810035acfdd1d4e6e,0.091,0.05,0.859,0.8839,0.12910353535353536,0.4696969696969696
039472018958960a0360b750bcef0fad,0.088,0.059,0.853,0.9209,-0.07786220871327255,0.4870314083080041
a1968ac539c8511066386f1354d33dbc,0.058,0.043,0.899,0.658,-0.08787878787878789,0.1814814814814815
b67bc020df55fb42d99bb18d80a8489a,0.014,0.0,0.986,0.4767,0.032638888888888884,0.14295634920634923
51170ea0ab370f779d5ab31757a26246,0.101,0.0,0.899,0.9411,0.15454545454545457,0.3909090909090909
83df9314220ed59a8e4d8d35c1ac8bd2,0.037,0.014,0.949,0.9604,-0.007180579836829839,0.3660538680069931
594063668e3ff13d6f8ab922d52c0a24,0.175,0.0,0.825,0.9801,0.23166666666666666,0.4483333333333333
eafe6473526238005f40992e0fbbdd90,0.029,0.053,0.918,-0.4617,-0.02619047619047619,0.4571428571428572
657745b2d71f2e8e9c1ad2ab9054c257,0.077,0.02,0.903,0.9986,-0.02022019334049408,0.3439521422604129
17dfbc03d6bee167293ee155c6e2f8a2,0.06,0.014,0.926,0.8928,0.09999999999999999,0.34506172839506166
e02a3243d2b57830d85a53ae158261bf,0.028,0.006,0.966,0.977,0.05982323232323232,0.43233405483405485
486c185eafe045fbc4f784324b70d13c,0.042,0.051,0.906,-0.9834,-0.027126099706744875,0.20422572499185404
30c17d415faea780fcd95bd117d60610,0.068,0.0,0.932,0.926,0.1398268398268398,0.36053391053391054
4b08ba8b43fe7dfb61837bca00ea74f8,0.14,0.011,0.849,0.9882,0.20576923076923076,0.3384615384615385
0f990086211330bd0fa3ef9371ac8d73,0.034,0.008,0.958,0.7345,0.04523809523809523,0.18333333333333335
61ae810ed6043b35beb90c1faae50fcf,0.112,0.224,0.665,-0.8625,-0.15277777777777776,0.44166666666666665
4830ac5a1ab3abf14f343cf7e5b85f54,0.023,0.0,0.977,0.5255,-0.02222222222222223,0.35
edaeb00aed98ca5341dbfe86f9a16f95,0.007,0.027,0.965,-0.5801,0.025807178932178928,0.39305104617604614
38cbfbab4234cccd9681e05f35b56a21,0.083,0.0,0.917,0.7351,0.0,0.275
ddabb7011a5d8cbfd056445a88be1d76,0.135,0.0,0.865,0.997,0.06687499999999995,0.3056249999999999
fbbf875e090c35a90d29ad04c51d4e17,0.032,0.0,0.968,0.6808,0.1571428571428571,0.5571428571428572
3dd772111624bab44f5387f934f096e9,0.117,0.021,0.862,0.9854,-0.05,0.7
89c769461767d31f1033b9a4f5336e3f,0.05,0.006,0.944,0.8761,0.06818181818181818,0.15873015873015872
ea7fb637459dbb4d5dbba0af6a095409,0.06,0.0,0.94,0.9559,0.025473484848484846,0.2789592352092352
fb1b32c78b9c540ff83266f5a5f4bcf9,0.07,0.007,0.923,0.993,0.000801282051282057,0.44647435897435883
e3b7b3d8b8bdcf5b7705e5924f0ea03f,0.072,0.003,0.925,0.9734,0.10680014430014431,0.41481712731712733
49c0652528c38101ff4a87f78b6e3a4a,0.111,0.008,0.88,0.999,0.0412929975429975,0.28140405015405007
a1dfff464e2453623c3ea1047f655980,0.045,0.0,0.955,0.8256,0.018983957219251325,0.23183728036669216
af348edf8338c88c5b390451c1510fe0,0.11,0.009,0.881,0.9971,0.037421290830381745,0.4695608684245045
3a1ee9238c1997bee81b9e0ce6b0ed6f,0.026,0.004,0.97,0.802,-0.022222222222222227,0.2823412698412698
acc6db9a54bd62331c91d778e1bee363,0.071,0.044,0.884,0.7782,0.05227272727272727,0.4977272727272728
c7d3d941eabbffe03c16c6919741b3e8,0.112,0.069,0.819,0.8807,0.23833333333333334,0.28500000000000003
19c1fd0c6102996a38f0704983b03c2b,0.034,0.012,0.954,0.9864,0.015462690462690451,0.3001488751488752
a29c1cc3dbd96c30fcfb06d5b03a476b,0.063,0.016,0.92,0.9974,0.05661951684678956,0.3502535343444434
d959a1b2e9122cf5cd4b0bcb7e9f634b,0.061,0.034,0.905,0.4588,-0.045833333333333316,0.6877314814814813
86e73ed539666f2696a669c538b4c273,0.068,0.0,0.932,0.9062,0.09243697478991596,0.31302521008403356
327e28b3a87d539f0469bf13c2da0a57,0.173,0.057,0.771,0.9996,-0.02397723434957478,0.3777140707991769
d02875016bf32a304a9f04fe9e86e7a4,0.079,0.007,0.914,0.9545,-0.03888888888888891,0.42592592592592593
d093bb077e23fd47cf4c48295ef13058,0.038,0.0,0.962,0.7906,0.0035714285714285704,0.07023809523809524
64655e7286435fdaafc2af42148a0f82,0.118,0.09,0.792,0.2263,0.0422077922077922,0.5201298701298701
a48184f9c421278adb628ee8f2486662,0.152,0.0,0.848,0.9904,0.06736111111111111,0.6241071428571427
481b9d6d6c3d65ac14148416a901e3aa,0.066,0.016,0.918,0.7156,0.13749999999999998,0.44166666666666665
5ac3d119342f73314bf267f94e7b9229,0.15,0.006,0.845,0.9937,0.04909090909090909,0.3163636363636364
360825f19d8b81576820863a36a04484,0.143,0.015,0.842,0.9977,0.12416666666666665,0.3683333333333334
ae83bda267c79a405a12639667c53c9b,0.078,0.0,0.922,0.9381,-0.01000000000000002,0.25
cb7d176e5e06ab7e48b23816b87c2682,0.068,0.007,0.925,0.995,0.06931601731601726,0.3451645021645021
ac99bfca51ebab3cc3c9443210f17608,0.112,0.0,0.888,0.9967,0.08749999999999997,0.3166666666666666
c9848edc15a76e16eed845a8d1440d08,0.023,0.005,0.972,0.6038,0.06623376623376621,0.11964285714285715
adf3dd1deae6fa13f6fe29e52cf5c928,0.044,0.013,0.943,0.8176,0.04977272727272727,0.39162337662337665
8d7c24708f04a1b14bb8fd93df270849,0.092,0.0,0.908,0.9774,0.08181818181818182,0.18322109988776655
e7ef3d44d770111c73d9d052f0cd4ab2,0.073,0.011,0.915,0.9801,0.06790979290979293,0.4148687648687649
a9a0f6084368f5212989adc3b64ec7db,0.09,0.018,0.892,0.9985,0.006390692640692636,0.3584841398680685
9f3dea43f957ca8efeb920432cdb7547,0.044,0.048,0.908,-0.7906,-0.074,0.20800000000000002
dd8da162e5f0d3931c7a69d84bf45057,0.102,0.008,0.89,0.9246,0.12499999999999999,0.36200396825396824
45506d76b5667470a6810ed87650ad27,0.052,0.0,0.948,0.4019,0.0,0.0
829f1dfed0c2e860047e85b1822f3919,0.059,0.003,0.938,0.9984,-0.03981981981981988,0.2811711711711711
f866303674d68f6f51a275879101e74b,0.142,0.175,0.683,-0.9992,-0.027597118542000428,0.4910524296351074
c85e08e12b7f145e61a4821110d865eb,0.108,0.055,0.837,0.9707,0.06366666666666668,0.4376296296296297
f3d50a8746ae236113870f0a889b34c7,0.045,0.021,0.934,0.4767,0.04081632653061224,0.2051020408163265
2f56de2096fd989475670f066378e9d4,0.051,0.005,0.944,0.9571,0.026488095238095238,0.1806547619047619
8ff4cb8dadb86d17343c0c91086779f6,0.181,0.054,0.766,0.9998,0.13833242690250272,0.4954482414330901
ba1672b470c942e4116eeaa7da81b75c,0.08,0.016,0.904,0.8979,0.07250000000000001,0.5288541666666666
623daaf6cfa6b37909085e7542972083,0.128,0.022,0.85,0.998,0.09359700406575405,0.4358238758238758
eb654657397307e5097541a33cfcb696,0.103,0.016,0.881,0.9524,0.16894736842105262,0.5821929824561403
a5714c0fc698fbd21c03c8b46d0788cf,0.071,0.108,0.821,-0.9885,0.06794915902140673,0.4715203145478376
f38ac08b90e172cd89983adeb524931b,0.411,0.026,0.562,0.9998,0.24356725146198835,0.7385964912280703
18992b09eb022ae17559cc9fae3dd19d,0.209,0.108,0.683,0.9977,0.05478219696969698,0.6110361426767676
8149e97c62d6a2cce53230699d907b7b,0.162,0.097,0.741,0.9984,0.07666099773242632,0.4384986772486772
d42e0d0d2af5998307de3a13faec37c2,0.114,0.037,0.849,0.9933,0.10422724266474266,0.44629268879268874
9a0785ca04dacf6bbdc116542d7f7d1b,0.401,0.03,0.569,0.9999,0.20390807109557108,0.6675345487845488
ee05706ac0fcdb037cb898fdb31dd24a,0.103,0.094,0.802,0.7385,0.0013125300625300659,0.5186964886964887
e5610fe42014ce129c2bddeb06eb78e0,0.178,0.065,0.757,0.9997,0.11362695970117848,0.5058538134319384
e7149388d20d8b7ce70f01b84ece8688,0.155,0.073,0.772,0.9985,0.04632250156020104,0.4563547917803237
18af6a759302c74f32ab85129d2bd575,0.162,0.078,0.759,0.9966,0.08178319919517102,0.5140912139503688
f94f66aaad885aabd63b371e35ebecaa,0.189,0.09,0.721,0.9985,0.1202346833220327,0.5379336393191814
5c8819a07cdf7cf5e33c77705fdfd582,0.109,0.045,0.846,0.9953,0.10455567308508487,0.4543001715060539
146ac55541ca1bcad2f3a0f88d33ed76,0.17,0.049,0.781,0.9997,0.13285205328995145,0.5239289620499813
1fe1b40968e52e3ce316828c949cac21,0.194,0.051,0.756,0.9999,0.19628607220443944,0.5254540952245036
574408820417da162608d8860776bb65,0.134,0.053,0.813,0.996,0.10632407407407404,0.48447354497354495
abb6ed6f1583f120d595bd4cb74b8ff5,0.13,0.097,0.774,0.9961,0.09911104605776735,0.5063212334113975
445aafecc52dd77381a99a38ffd35cc9,0.117,0.128,0.754,-0.9441,-0.010292230060748581,0.45214187732706246
4a22eb127fb78711b71dd93fd89fca6f,0.126,0.073,0.801,0.9926,0.06323922850438,0.43222564752867776
da3567fe87d96007641689d48d10f676,0.117,0.061,0.822,0.9907,0.14238630952380957,0.5626158730158729
7064c94605dbfd97e47ecad51e04f656,0.112,0.079,0.808,0.9854,0.08903088544654807,0.42098345764008416
2184679d3aebf9d2c0bdb23eb6d7461c,0.255,0.029,0.716,0.9996,0.13203065134099626,0.5010864805692392
8d2bdcfd7e816cdf7855f019f0256d52,0.173,0.054,0.773,0.999,0.10786439665471927,0.37830645161290327
df8b72a14c8de2a2492c7d92f783b1ba,0.165,0.08,0.755,0.9976,0.030613986621876487,0.4834606317774634
6a66e234b750b26827ee37f8f19f2335,0.179,0.044,0.778,0.9997,0.16192926620704398,0.5080330821441933
ab966e886a801f4c45603586704ecaea,0.1,0.061,0.838,0.9896,0.07244210396649423,0.40332101502833206
067c0b39cb3fa9970fc222cdec4c45b9,0.124,0.092,0.784,0.984,0.07894781144781146,0.4491872016872016
1cbe4ddf4a257ec2a7fb8b31c88c9ceb,0.208,0.06,0.732,0.9999,0.1759331231933972,0.5661807370711484
4ce26dcf2162a7c3689bce54147f568b,0.142,0.055,0.803,0.997,0.033940082600069005,0.4213052104899931
931e33fb43e7450fa0530c43c9e028de,0.147,0.039,0.814,0.9999,0.12670328905163475,0.5126745170678998
c7e6bd4bd23e6ced9e1f1be3938c3ee0,0.171,0.05,0.779,0.9998,0.14493246121424094,0.48404582548650354
26c5dc109920789f9199ff9b37acb8c1,0.154,0.049,0.796,0.9976,0.07803916494133889,0.5827087646652863
60a61ae0683b65e24891e1a8ef7735e9,0.155,0.055,0.79,0.9996,0.11670086024310884,0.4861771236212578
e6b4f19a0695b8677dd2a521faf1b426,0.132,0.092,0.775,0.9978,0.0845466584488273,0.472457356076759
8cbefb6a158af8ee84786e92ebf11fcc,0.175,0.009,0.816,0.9994,0.20974534073125625,0.47392943519704067
fb90a5aa7a8eb6827210faf7a7836564,0.14,0.097,0.763,0.9965,0.08465812121634878,0.5182380163239538
d321c79550c3498200a8c3da6bf00d24,0.181,0.041,0.778,0.9998,0.058027146464646503,0.46422799422799454
73166e66df7e34fe76a8d9ad8d33ec2d,0.156,0.02,0.824,0.9995,0.13980201399556244,0.5796509643283834
d0dff5ad00f5147dc11ae0cae6df606f,0.163,0.069,0.768,0.9971,0.2620192307692308,0.430128205128205
e0f846038a1693f49226cb42017808b4,0.142,0.107,0.751,0.9898,0.0183047098620869,0.39434166016133226
dd5dbf28f793f15d77866a65a4332308,0.092,0.058,0.849,0.97,0.07766966719347673,0.4851455070502688
